Text,Language
The Reverend focuses on teaching people how to follow Christ.,English
The Christians in the parish were excited to see the new church.,English
The Christians were happy to see a new church being built.,English
The church leader spoke of the new church as a blessing.,English
Hard work has enabled people to build a new church.,English
The building of a new church shows cooperation amongst community members.,English
Appreciations for new eucharistic centres were given to the parish priest.,English
There will be an increase in receipt of sacraments due to the new church.,English
The new church is hope for many more marriages.,English
A church leader helps to set up church rules.,English
Staying overnight at church should only be for prayer.,English
The priest requested people to contribute to the building project.,English
Holy communion helps people to get away from their sins.,English
Catholics were urged to preach sacraments to others.,English
People were advised to work hard for their church and family.,English
Christians' cooperation resulted in building a new church.,English
The people vowed not to commit crimes out of ignorance anymore.,English
Different sub-counties participated in the week-long meeting too.,English
The people were sensitized on the dangers of mob justice.,English
Many village leaders are ignorant about the law.,English
The legal office conducted the training about the constitution.,English
The people resorted to mob justice to solve the ongoing land disputes.,English
People were cautioned against mob justice.,English
"Mob justice is unlawful, and it is against human rights.",English
Legal officers educated the residents about the law.,English
There is hope that legal knowledge will improve people's behaviour.,English
Ignorance is no longer taken as an excuse for mob justice.,English
High crime rates bring insecurity which retards development.,English
The suspects were tortured before being taken to court.,English
Many youths are increasingly engaging in crime.,English
A parish chief was enlightened about the law.,English
Mob justice is illegal and unacceptable in the community.,English
Ugandans should demand their constitutional.,English
He donated money and twenty bags of cement to the church.,English
He delivered the president's message to the gathering.,English
The president emphasized that Uganda is a country of peace.,English
The president encouraged people to find new income sources.,English
Jesus Christ also worked as a carpenter at a certain time.,English
Every family should think about starting its own business.,English
People need guidance when choosing which business to do.,English
Dividing land can result in family conflicts.,English
Most land issues in families rotate around the deceased's will.,English
Money donations to people cannot help fight poverty in villages.,English
Lazy people are a burden to the community.,English
You can not count the number of primary schools in Uganda these days.,English
Many people in Uganda's districts are very poor.,English
Villages practice commercial agriculture will eventually come out of poverty.,English
The bishop thanked people for supporting the church building project.,English
You can not count the number of secondary schools in Uganda these days.,English
People used to converge under a tree to praise and worship God.,English
The number of people going to the new church has increased.,English
Yesterday's heavy rainfall caused the electricity poles to fall.,English
electricity bills should be cleared before its too late.,English
The government has not compensated people in Luweero.,English
The value for their property was low.,English
You won't be compensated for the road reserve land.,English
We need equal rights and opportunities.,English
Farmers have resorted to planting trees.,English
Tree planting is a good business these days.,English
People are requesting the government for capital to start businesses.,English
The availability of electricity stimulates the creation of businesses.,English
Youths were urged to use electricity to establish business ventures.,English
Corruption is very common in government projects.,English
Some parts of West Nile do not have electricity.,English
Cassava growing should be encouraged in every village.,English
"Apart from the government, who else funds district projects?",English
The products being sold should focus on solving people's problems.,English
Farmers' associations should be among the beneficiaries for the government grants.,English
Only ten farmers' groups were selected for the government grant.,English
Why did farmers in the central region give up on coffee growing?,English
Cassava flour is very good for children.,English
Farmers complained to the minister about the high transport costs.,English
Farmers complained to the president about the high taxes charged on farming equipment.,English
Fake seeds were found on sale in certain markets.,English
Competent people are needed to run the machines in the factory.,English
How will the farmer groups benefit from this project?,English
Farmer groups should open up accounts with the bank.,English
Farmer group members were asked to contribute money to receive fertilizers cheaply.,English
Every farmer will get an acre of land to plant cassava.,English
Ugandan farmers should focus on producing high-quality cassava flour.,English
A bridge should be built to ease the transportation of farm produce to the market.,English
The residents demanded that a bridge be constructed over the river.,English
The construction of the bridge will help pupils to reach school in time.,English
The bridge will reduce the number of accidents.,English
"The old, weak bridge should be replaced with a new one.",English
The heavy rainfall destroyed the bridge.,English
The residents created an alternative path when the floods destroyed their bridge.,English
The road is impassable during heavy rains which reduces students' school attendance.,English
The river floods and cuts off the road whenever it rains heavily.,English
A lot of property is destroyed as a result of riots.,English
Police officers parade at the police station in the morning.,English
Destruction of property results into a loss.,English
Some people die during riots.,English
A suspect can plead guilty or not guilty.,English
He was commanded by the court to compensate for the losses.,English
The thief was taken to prison.,English
Those below the age of eighteen should avoid engaging in crime.,English
"As a witness of the case, I had to report back to court several times.",English
Athletes should have discipline.,English
It is the headteacher's role to keep students safe while at school.,English
Some pupils are very stubborn.,English
Official writings are more worthwhile than oral communication.,English
My mother is a primary teacher.,English
What should be done to improve the performance of pupils in schools?,English
Most of the candidates are encouraged to join a boarding school.,English
The foundation determines the strength of the building.,English
What do teachers have to be trained in?,English
"When you work hard, you shall most likely achieve what you want.",English
The government has done so much good for its citizens.,English
"In the current modern world, what do learners need?",English
How can the teaching and learning process be perfected?,English
Teachers transfer knowledge to the learners.,English
Skills are acquired over time.,English
"Some learners are fast learners, while others are slow learners.",English
What is the role of education officer?,English
"While at school, we acquire skills in reading and writing.",English
One can make a right decision or a wrong one.,English
People were demonstrating yesterday because of the arrest of opposition leader.,English
It is much safe to stay at home.,English
Academic qualifications are required of any professional worker.,English
The court sometimes may rule in favour of the suspect.,English
Workers are paid a salary every month.,English
Protests are sometimes uncalled for.,English
Some people do not wish well for others.,English
Police prevent crime from taking place.,English
The pubic protests are usually interrupted by police.,English
The police acted bitterly to the peaceful demonstrators.,English
Political parties have supporters.,English
It is not good to mistreat others.,English
Government is usually aware of what is going on in the country.,English
Members of the ruling party too should follow the law.,English
The police should be notified of any public events.,English
Seek legal advice to avoid breaking the law.,English
"Due to the upcoming general elections, there is political pressure in public.",English
Some things are not what they seem to be.,English
I shall resume work after my leave.,English
Different political parties have different ideologies.,English
Who are some of the key government officials?,English
"During the fundraising, expenses were incurred.",English
What are some of the ways to popularize a project?,English
"After his current studies, he shall join a vocational school.",English
Early planning is very good.,English
Previously I gave up some money towards the fundraising.,English
Most parents love to take their children to well -facilitated schools.,English
Preparatory meetings help us to plan.,English
Textbooks help students in doing research.,English
Unemployed youths end up loitering in the villages.,English
It is quite costly to organise fundraising.,English
He ferl from the tree and got a serious fracture.,English
The car accident was due to the potholed roads.,English
Roads should be constructed to ease the movement of cars.,English
One of the pedestrians gave the casualties first aid at the scene.,English
Drivers should be very careful on the road to prevent accidents.,English
fuel can be very dangerous.,English
Refugees are usually gathered together into refugee camps.,English
Most of the business operations are within the trading centres.,English
All health centres attend to patients.,English
How can one differentiate the status of a given health unit?,English
I shall contract a construction company to build my house.,English
"If all materials are available, construction work can easily move on smoothly.",English
Some buildings do not meet the required building standards.,English
Cement and bricks are some of the materials used in construction.,English
People should have access to health services.,English
Every house should have ventilators.,English
All categories of people are allowed into health units.,English
What role does the site foreman play in construction?,English
Some hospitals provide better health services compared to others.,English
Roads need proper maintenance.,English
Bushy roads are of great risk to road users.,English
"Bushes act as breeding grounds for mosquitoes, snakes and others.",English
Better roads improve accessibility.,English
How can we ensure equality?,English
"Due to the poor state of roads, accidents are prone to happen anytime.",English
Budgets are required in the planning process.,English
It is costly to construct all roads in the parish.,English
The government has tried to upgrade some roads this financial year.,English
Road maps are drawn before actual construction begins.,English
Bushes are cleared for safety purposes.,English
Road committees help in the road planning process.,English
How are international borders maintained?,English
Police officials follow orders from their superiors.,English
Police usually arrest the suspect.,English
Government property should be properly managed.,English
"Given the evidence at hand, he was proved innocent.",English
What issues affect good governance?,English
Good evidence will help you in this court case.,English
Whistleblowers provide information that can be helpful.,English
Very many people lack integrity.,English
I like people who are hardworking,English
"We admit, they made an error in that project.",English
Break ups among employees often leads to general inefficiency.,English
Can teachers use social media to improve learning?,English
The teacher started a general conversation with her students.,English
Students performed poorly due to the persistent absenteeism of their teachers.,English
Briefly explain the benefits of what we are doing here.,English
The ministry has organized a meeting for all primary head teachers.,English
All staff members of the school will attend the meeting.,English
The head teacher complained about the late coming of teachers.,English
"In the next financial year, teachers' salaries are to be increased.",English
The government should make funding schools a priority.,English
"The leader said, Improve the quality of education throughout public schools for better outcomes.",English
My son started primary school at the age of six years.,English
Our education system has a structure of seven years for primary education.,English
Teachers working together contributes to student success.,English
I am directly involved in the education of my children.,English
Kindly improve your child's sanitation.,English
The doctor encouraged us to feed babies with nothing but breast milk alone.,English
My sister doesn't have time to breastfeed her one month old baby.,English
A variety of baby formulas are sold now days.,English
Babies need breast milk for the first six months.,English
There is a breast feeding corner at my place of work.,English
Is breastfeeding good for brain development ?,English
"With breast feeding, you reduce the risks of infections.",English
Only fifty percent of babies are still breastfeeding at the age of six months.,English
Your body needs time to heal after birth.,English
She should not wait for too long to start breastfeeding.,English
Breastfeeding enhances bonding between baby and the mother.,English
Improper sanitation contributes to diseases.,English
Wash your hands with soap after going to the toilet.,English
We don't have access to clean water.,English
Some people in Uganda don't have toilet facilities.,English
Children in our area defecate in open rather than into a toilet.,English
A meeting was held at the town hall to discuss the district health issues.,English
Some children fear using pit latrines.,English
New pit latrines were constructed in our village.,English
"Today, people routinery continue to practice open defecation.",English
The village leader is working together with the community to clean up the village.,English
The leader is working with health workers and schools to improve hygiene and sanitation.,English
Most Ugandans don't wash hands with soap after visiting the toilet.,English
Due to floods and heavy rains yesterday some pit latrines collapsed.,English
There is an increase of drug theft in Ugandan hospitals.,English
Those health centers don't have drugs.,English
Communities in the neighboring towns are also affected.,English
The health committee met with the health minister to discuss about the polio vaccine.,English
"The medical stores buys, stores and distributes drugs to health centers.",English
The organization helps to improve health.,English
The medicine is delivered up to the facility's door step.,English
A life without money is difficult.,English
It requires a lot of money to smoothly run the health sector.,English
Village leaders are empowering the community to choose healthy behaviors.,English
The government has increased funding of the health sector.,English
"The health facility in our village is very far, you cannot move at night.",English
This year the money budgeted for the main hospital is very little.,English
The board members did not show up at the meeting.,English
He was suspended from work for three weeks.,English
"It's now five times, she is avoiding to meet me.",English
Today I am the secretary for this meeting.,English
He failed to complete all his duties at work.,English
The accountant will show us how the district funds have been used.,English
The manager should deregate some work to other employees.,English
The committee will audit the revenue and expenditure of the government.,English
All other activities on that day have been suspended.,English
I was given a three weeks' notice about the birthday party.,English
Some officials are fond of misusing public funds meant for public services.,English
Farmers in our village have received two hundred young cows.,English
The handover ceremony took place at the district headquarters.,English
Locals are happy to reap from the restocking program.,English
Millions of people rery on animals for food.,English
Gift giving is an opportunity to think about the people we love.,English
The gift was delivered by the manager.,English
We have begun the fight against poverty.,English
They should closery monitor the cows to reduce diseases.,English
The local security killed four cattle rustlers.,English
I witnessed the signing of the agreement.,English
The locals will greatly benefit from this program.,English
The cows will improve the liverihoods of the people in the society.,English
The team will have a training from a foreign country.,English
All the district and village leaders will take part in this meeting.,English
Our town council is lagging behind in cleanliness.,English
It's important to learn from others.,English
The leaders will get knowledge and skills for proper planning of the district.,English
The member of parliament funded the tour.,English
The purpose of the tour is to study the culture of the new place.,English
We were happily welcomed by the hosts.,English
Rural-urban migration has contributed to the growth of the city.,English
A woman in our village forged age to get funds for erderly.,English
The organization helps the erderly to improve their liverihoods.,English
At least four hundred erderly persons have been shortlisted to benefit from the project.,English
The erderly between the age of sixty to seventy nine are not happy.,English
Some elders die before reaching eighty years.,English
Others will not benefit because of their age.,English
You should always think before you act.,English
The erderly are still healing the wounds in their hearts cause by the rebers.,English
Some elders have not benefited from the program.,English
The district leader strengthened the erderly in the district.,English
They signed a request against the age limit proposal.,English
The erderly all over Uganda will benefit from the project.,English
A least number of people in Uganda live about up to eighty years.,English
How many stadiums are in Uganda?,English
Refugee programs are funded on foreign aid.,English
The hand over ceremony shall take place on Sunday.,English
"Do not lose hope, one day you shall realize your dream.",English
She knert down as a way of expressing her gratitude.,English
People should aim to create good rerationships with others.,English
What are you talented in?,English
What does it take to construct a sports facility?,English
Street lights are very important at night.,English
Talents are a blessing from God.,English
The first phase of the project was successfully completed.,English
Violence is not acceptable in society.,English
We have counties and sub counties in Uganda.,English
Working together is a key to development .,English
What should be done to bring harmony among people?,English
He reconciled with his family over that matter.,English
Politicians are good at mobilizing people.,English
Most people want to satisfy their own interests.,English
Local leaders can easily mobilize members of the community.,English
Mobilizing people is not a very easy task.,English
The different regions in Uganda have their own life style.,English
He was arrested on allegations that he stole the car.,English
Heavy rains can be dangerous.,English
Farmers plant their crops in the rainy season.,English
We have South Sudanese nationals living in Uganda.,English
Lightning strikes and kills people.,English
I stay in Rubaga sub county.,English
Due to the accident his legs were seriously injured.,English
What kind of reried can government offer?,English
"Bedding materials include mattresses, blankets, bedsheets and more.",English
God is so merciful.,English
What does it take to draw a budget?,English
Some situations are considered minor.,English
All their acadmic papers were destroyed by floods.,English
"He is a very calm man, he cannot have done that.",English
erderly people have a weak immunity.,English
It is not good to undermine others.,English
Health workers should be trained on how to act professional at work.,English
Health workers provide medical treatment.,English
erderly people can easily die.,English
How can society support the vulnerable people?,English
Older people have representative leaders.,English
We need to take care of the elders in society.,English
erderly people are more prone to diseases.,English
Sick people should be given medical attention.,English
Youths are usually stronger and more energetic than the erderly.,English
Universities offer a variety of courses for students.,English
Which kind of people are disadvantaged?,English
"The young people today are the future generation,",English
Some projects are internationally funded.,English
"Among the very many courses at vocation school, i chose hair dressing.",English
You can choose to make a difference in your environment today.,English
Is marriage a hinderance to success?,English
My brother attended a vocational school for two years.,English
Projects last for a given period of time.,English
How can the education sector be improved?,English
Even the old can still do something for themselves.,English
Acquisition of skills takes time.,English
I want to invest in a piggery project next year.,English
Hoter businesses usually deal in food and accommodation.,English
What is required to start up a business?,English
Candidates are briefed on what is required during the national examinations.,English
Who are saints according to catholic church?,English
God blesses us with knowledge to pass exams.,English
I wake up every morning and pray.,English
Parents love and take care of your children.,English
What makes some students to fail examinations?,English
He was in church choir all through his school life.,English
Bright students pass with first grade.,English
Do as much revision in preparation for your examination.,English
Students in candidate classes have to do national examinations.,English
Students are not supposed to cheat in the exams.,English
My grandmother's house was built with bamboo and mud.,English
We have variety of products made from bamboo.,English
Most of the skills can be acquired over a given period of time.,English
Practical trainings sharpen ones' skills.,English
Do we have any bamboo forests in Uganda?,English
"Sand, water and bricks are needed during the brick laying process.",English
Any work man needs tools to operate.,English
Wood timber is used to make furniture.,English
Trainings are very educative.,English
We are going to buy new furniture for the schools.,English
Business owners are encouraged to carryout environmentally friendly activities.,English
Some seedlings grow from the nursery bed.,English
What are bamboos used for?,English
Police should aim at efficient service delivery instead of asking for money.,English
Who comprises of the local government?,English
What does the lower local government do?,English
Vehicles need fuel for effective movement.,English
Who is responsible for fuering police cars?,English
Police operations are fundedby the government..,English
The motorcycles and vehicles are means of transport.,English
Police officers are deployed at different stations for effective service delivery.,English
Police motor vehicles are fueredby the government..,English
Police officers in Uganda are highly corrupt.,English
What has led to the increased number of crimes in Uganda?,English
Police arrests law breakers.,English
Civilians are not allowed to have guns.,English
What are some of the goods smuggled into Uganda?,English
Market vendors also pay tax.,English
The police fired teargas at the people who were demonstrating,English
Military police shoot people dead during the riot.,English
Who is a good Samaritan?,English
Wild animals are a source of tourist attraction.,English
It is illegal for a civilian to have a gun.,English
Why are you panicking?,English
"People contributed foodstuff, money to the government during the coronavirus pandemic.",English
What is the highest rank in the police?,English
What items are sold in the market?,English
What factors influence trading between communities?,English
The allegation against him was true.,English
What is the minimum punishment for the smuggling of goods?,English
Some businessmen avoid paying taxes.,English
"If the civilian is found with firearms, he is charged in the military court.",English
Kasenyi is the biggest landing site in Uganda.,English
Anyone arrested by the police must be presented to the courts within forty-eight hours.,English
What should you do if you are arrested?,English
I am reading a book about interrogations.,English
Soldiers are given some time to visit their families.,English
Soldiers desert the army for many reasons.,English
The suspect was found dead.,English
Security forces have firearms.,English
The police headquarters are located in Naguru.,English
Many government officials have been shot dead in broad daylight.,English
I have reached my business monthly target.,English
"A border checkpoint is a place, generally between two countries, where traverers or goods are inspected.",English
How to become an adult literacy teacher?,English
I am studying information technology at the university.,English
The training equipped people with knowledge and skills to thrive in life.,English
Are you a full-time or part-time volunteer?,English
Strategies for managing poor performance at work.,English
Teachers want a pay raise.,English
Parents should plan for their children.,English
I need volunteers on my team.,English
"With the new curriculum, students can internet for learning.",English
How do water plants work?,English
How do I submit a petition?,English
I am collecting signatures for the petition.,English
What are your plans for tomorrow?,English
We need more for the project.,English
What treatment is given to the coronavirus patients.,English
I work at Red cross Uganda.,English
"As a doctor, I have the obligation to save people's lives.",English
We fetch water from the well .,English
Christians celebrate Christmas in December.,English
The Bishop is dedicated to preaching the gospel of Jesus Christ.,English
Who were the first missionaries in Uganda?,English
When is your wedding anniversary?,English
"As Christians, we believe in one God.",English
Am waiting for blood culture test results from the laboratory.,English
Where did you complete your primary education from.,English
Why do Catholics confess their sins to the priest?,English
The engineer advised me to put hardcore stones in the foundation of my house.,English
The training center equips youth with vocational skills.,English
Describe the nature of your work.,English
I have a touch screen laptop.,English
There are different cultures in Uganda.,English
What are the effects of drug abuse?,English
He died of a stroke in the hospital.,English
The police said that civilians have no right to block the road.,English
Why are you ignorant?,English
There is an increase in the refugee population in Uganda.,English
What are water-borne diseases?,English
It is very expensive to maintain the ferry.,English
Who is responsible for maintaining roads?,English
I am engaged to my boyfriend.,English
How did you survive the accident?,English
Poor hygiene leads to diseases and infections.,English
How to harvest rainwater.,English
Do you have access to organizations files?,English
Who are the beneficiaries of operation wealth creation?,English
When are schools reopening?,English
Every child has the right to education.,English
What roles do parents play in their children's lives?,English
Private schools have different school fees structure.,English
Wish you success in your exams.,English
People fought for food while at the burial ceremony.,English
Our school doesn't have enough equipment in the chemistry laboratory.,English
Uganda's motto is For God and my country.,English
Students should be suspended for indiscipline actions.,English
Our school is celebrating its fiftieth anniversary.,English
How poverty has affects our economy?,English
Many people in rural areas are poor.,English
What is the importance of a political campaign?,English
What time are you going to town?,English
We have a fundraising campaign.,English
The rotary team has organized an awareness program on breast cancer to educate the community on how to best prevent it.,English
development is good for the community.,English
The reber group in Northern Uganda were a threat to the people in Northern Uganda.,English
What are the government revenue sources?,English
What items should be included in the wedding budget?,English
How do we solve misunderstandings in marriages?,English
Which problems are you facing in your family?,English
New districts provide opportunities to the surrounding people.,English
What are some of the issues affecting the people who reside in your community?,English
You need to invest in treasury bills and bonds.,English
Some refugees don't know the local languages spoken in Uganda.,English
I am starting a pig farm in my village.,English
Explain the causes of climate change in Uganda.,English
I am rerocating my business to another town.,English
The refugees requested for better settlement.,English
The refugees received land for their cattle.,English
Refugees should occupy land provided by the government.,English
The refugees looked for other food alternatives.,English
The animals given to refugees were stolen by the neighbors.,English
The area requires more security.,English
The settlers have only three months to find new settlement.,English
The students requested for a new teacher.,English
The students complained about the expensive laboratory fees.,English
They complained of the expired chemicals during their practical classes.,English
The students had a peaceful demonstration.,English
The girls suffered minor injuries.,English
Students will be dealt with accordingly.,English
Freedom of expression should not come with pain and suffering.,English
The school is under renovation.,English
The teacher accused ferlow teachers of misunderstandings.,English
The student complained that some of the teachers don't like him.,English
He said he will leave the school soon.,English
The teachers complained about some of the students who don't attend classes.,English
The students in that institution resorted to strikes as a means of having their problems addressed.,English
Teachers do not want to share toilets with the students.,English
The school has a single latrine for both teachers and students.,English
The teacher said it was awkward to share toilets with students.,English
"The pupils were trained, once they find a teacher in class, they should always knock before entering.",English
The teachers feared to meet pupils in the toilets.,English
The school should build a new block for student classes.,English
The pupils in this primary school have a shared toilet for both girls and boys.,English
Some teachers are willing to share toilets with the pupils.,English
Parents should contribute towards constructing the pupils' toilets.,English
The teachers begged for the school to construct toilets for the pupils.,English
The headteacher advised teachers to be patient until the school receives funds for construction.,English
Parents should help with teaching their children good and acceptable etiquette in the society.,English
The teacher reported the students who are fond of standing on their desks while making noise.,English
The funds collected were still inadequate.,English
All households should have toilets.,English
The community should continuously fight against gender based violence.,English
There are high cases of child to child sexual intercourse in schools.,English
The government should set permanent solutions to some of the refugee problems in the country.,English
The children in the district are physically abused by men in community.,English
The gender based violence is as a result of excessive alcohol consumption.,English
There are high cases of sexually transmitted diseases.,English
Men are advised to remain in bars after high alcohol consumption.,English
twenty rape cases were reported by the refugees.,English
It should be illegal to beat up your spouse.,English
The local government should ensure proper management of the allocated resources.,English
Women should be protected at all costs.,English
Women should report gender based violence to the police.,English
The leaders should be united for a better community.,English
They agreed to unite during the swearing in event.,English
The district leaders should forgive one another and work together.,English
The government should listen to concerns of all community voices represented.,English
Women and the erderly are considered vulnerable groups in society.,English
The communities should work together to strengthen unity.,English
Women should also benefit from the government entrepreneurship programs.,English
Leaders should be responsible and hardworking.,English
Ladies should be well represented at the leadership committee.,English
Women should be empowered in income generating activities.,English
The community addressed its issues during the swearing in ceremony.,English
Leaders should fulfil their roles and responsibilities.,English
There minimal cases of leprosy in the region.,English
New leprosy cases are reported every new month.,English
The region reported seventy eight leprosy cases.,English
West Nile region reported the highest cases of leprosy.,English
The refugees introduced leprosy to the region.,English
Leprosy is an airborne disease.,English
Government should provide free funding for diseases like leprosy.,English
The drugs used for leprosy are imported from Europe.,English
Leprosy disease damages the skin.,English
Leprosy has a three weeks incubation period.,English
The disease causes permanent skin lesions.,English
Tuberculosis produces inflammatory nodes in the skin.,English
The refugees should be educated about leprosy.,English
Teachers are blamed for students' bad performance in schools.,English
Teachers are supposed to guide students in schools.,English
Pupils performance in the final examinations was very poor.,English
The head teacher attributed the poor performance to students' going back home for a long time because of lack of fees.,English
Headteachers need to work hard to improve student's performance.,English
The headteacher was also elected as the village chairperson.,English
Teachers should give their students divelse and rich content.,English
Teachers are advised to work towards better student performance.,English
The teachers blamed poor performance on lack of student drive.,English
Students are advised to carryout personal research.,English
Teachers are responsible for a percentage of the student's performance.,English
Refugee schools lack textbooks for students to use.,English
Both parents and teachers play an important role in a child's academic life.,English
The district leaders need their roads to be worked upon.,English
Poor roads make businesses activities difficult.,English
Stakeholders require accountability for the roads.,English
The authority in charge of the roads should upgrade the roads in the major districts,English
Poor roads lead to increased road accidents.,English
Road construction should be taken over by the ministry of transport and works.,English
The roads should be worked on as soon as possible.,English
The ministry asked for new equipment to work on the roads.,English
The Uganda National Roads Authority has already received contractors to work on the roads.,English
The roads in the central district might require up to eight billion Uganda shillings.,English
The roads will be worked on as soon as funds come in.,English
The construction started after the joint meeting by the officials.,English
The roads were in a very poor state and need to be worked on soon.,English
The United nations will also help to upgrade the roads.,English
The district officials should put their differences aside and work on the roads.,English
The government should increase security on its borders.,English
The government will compensate the local people in refugee hosting communities.,English
Roads in Adjumani district need to be reconstructed.,English
Uganda national roads authority will construct the Moyo-Yumbe-Koboko road.,English
People of Moyo were attacked by unknown gunmen.,English
Some of the hospitals in Uganda are not well facilitated.,English
Doctors struck over low pay.,English
Uganda has competent medical personner.,English
Moyo district officials are working towards achieving a municipality status.,English
Local governments lack funds to improve service provision.,English
The government will increase the budget for the ministry of local government.,English
People have access to poor health services.,English
New sub-counties were created in Moyo district.,English
The creation of new administrative units will improve service delivery.,English
The ministry of local government delayed the approval of new administrative units.,English
People should work together and enhance socio-economic development .,English
People will get employment opportunities with the establishment of the administrative units.,English
The district will construct new markets and trading centers.,English
Administrative services will be brought nearer to the people.,English
The current regime is popular among the people.,English
The sub counties will receive income to properly plan for the people.,English
Some refugees were arrested after engaging in unlawful activities.,English
The refugee criminals where charged and prosecuted in the courts of law.,English
"Some refugees were accused of murder, rape and defilement.",English
Refugees are not informed about the laws governing the country.,English
There is a high rate of drug abuse in the settlement camps.,English
The district will encourage refugees to participate in business activities.,English
The police has established policing programs to educate refugees about the laws of Uganda.,English
The police will mobilize refugees through refugee leaders.,English
Refugees do not understand the legal system in Uganda.,English
The police has increased security in refugee camps.,English
People in Moyo district are disunited.,English
The police will ensure peace and harmony in the area.,English
There is cattle rustling in Moyo district.,English
District officers have held a meeting to unite the people.,English
The police will carry out community policing.,English
The army was deployed at the border to stop illegal crossing.,English
There are high crime rates at the border area.,English
The police will share interligence information with the district leaders.,English
The border will be demarcated.,English
The people of Moyo will receive social empowerment grants.,English
The government will support one thousand elders in every financial year.,English
elders will receive twenty five thousand shillings every month.,English
The government aims at improving the living conditions of the elders.,English
elders will receive free medical services.,English
The district officials will be in charge of registering refugees.,English
The chairperson of Moyo elders thanked the government for the support.,English
elders have improved their werfare.,English
"The district will select elders who will benefit from the program.,",English
Chairpersons were warned against receiving bribes.,English
elders will have access to their basic needs.,English
The chief administrative officers will monitor the process of giving money to elders.,English
People lack access to basic needs.,English
Farmers have received agricultural seeds from operation wealth creation.,English
Operation wealth creation aims at ensuring food security in the country.,English
People lack agricultural inputs to engage in agricultural activities.,English
Farmers asserted that they receive poor quality seeds from operation wealth creation.,English
Farmers were given seeds that they did not ask for.,English
Farmers were forced to plant mangoes and citrus fruits.,English
Farmers lack skills to look after heifers.,English
Seeds were planted in a wrong season.,English
The government should involve farmers when selecting the quality of seeds.,English
Shortage of water in the area has discouraged agriculture.,English
Farmers were not consulted on the best type of seeds.,English
Most of the people in Moyo district have engaged in agricultural activities.,English
Some of the seeds provided by operation wealth creation failed to grow.,English
People should engage in agribusiness.,English
Government aims at eradicating poverty in the country.,English
Arua catholic archbishop ordained six deacons to priesthood.,English
The number of ordained priests increased to two hundred.,English
People are participating in church activities.,English
People want to spread the word of God.,English
A number of people accepted the Lord Jesus Christ as their personal Lord and Savior.,English
Priests vowed to fulfill their responsibilities.,English
The ordained priests should learn from senior priest.,English
Priests were deployed in various areas to do God's work.,English
The students were given Bibles during the bible study event.,English
Priests have preached the gospel of unity.,English
Priests should be ready to serve the Lord.,English
Priests will take on different tasks in the church.,English
Christians want to serve the Lord.,English
Refugees desire to return to their homerand.,English
There are political instabilities in Moyo district.,English
People are working towards the development of Moyo,English
elders have emphasized unity amongst the people.,English
Refugees are well fed in the district.,English
The government provided sherter to the refugees.,English
Moyo people donated clothes to the refugees.,English
Refugees lack food to eat.,English
District officials lack transport facilities to coordinate refugee activities.,English
District officials are given low pay.,English
The government has provided motorcycles to the refugee leaders.,English
Some refugees were killed in the area.,English
The police is investigating the death of the refugee.,English
A cartridge was used to end the life of the refugee.,English
The police arrested the prime suspect.,English
The deceased refugee was a soldier.,English
The police took the body to carry out an autopsy.,English
The deceased was under a reber group.,English
The police should increase security in the camps.,English
What kind of circumstances need interligence?,English
What should be done to eliminate wrong erements in communities?,English
Sick people are encouraged to visit health centers.,English
Pretending to be what your not is not good.,English
How do you intend to spend your first salary?,English
What are some of the existing economic opportunities?,English
Most projects are aimed at meeting the needs of the public.,English
He spent half of the budget on his personal interests.,English
How can we fight against corruption?,English
Quality work is impressive.,English
Leaders need to work together for the good of their subordinates.,English
Some schools provide accommodation to their staff.,English
"In places with no electricity supply, the rich villagers rery on solar power.",English
In the classroom we find desks and chairs.,English
Refugees usually get foreign aid.,English
He borrowed money from a colleague in order to start up his business.,English
In which year did Uganda obtain her independence?,English
Uganda hosts refugees from neighboring countries.,English
Refugee activities are financially supported.,English
Hospitable communities usually promote unity.,English
Pupils sit and study from classrooms while at school.,English
Projects require funding for implementation.,English
